0.01,-0.355957,0.016602,-0.930908,-19.836426,6.439209,-2.89917
0.02,-0.359863,0.021729,-0.929443,-19.104004,7.476806,-1.495361
0.03,-0.355469,0.018555,-0.931152,-18.280029,7.141113,0.244141
0.04,-0.348389,0.005127,-0.921387,-18.005371,7.293701,1.922607
0.05,-0.343018,-0.005859,-0.904053,-18.218994,8.81958,2.990722
0.06,-0.323242,-0.019043,-0.887207,-18.920898,9.887695,3.723144
0.07,-0.305664,-0.032227,-0.863037,-19.989014,10.009766,3.692627
0.08,-0.293945,-0.032471,-0.855957,-19.561768,9.094238,1.953125
0.09,-0.294189,-0.015381,-0.872803,-16.815186,6.500244,-1.159668
0.1,-0.302246,0.005371,-0.880127,-12.451171,4.02832,-4.089355
0.11,-0.307373,0.018311,-0.888428,-8.209229,3.753662,-6.408691
0.12,-0.313965,0.020752,-0.897705,-3.845215,4.882813,-8.575439
0.13,-0.314941,0.021973,-0.894531,0.183105,6.317138,-10.833739
0.14,-0.307617,0.025146,-0.893311,4.364014,7.415771,-12.542724
0.15,-0.299316,0.027588,-0.874756,8.300781,8.331299,-13.122558
0.16,-0.293701,0.023926,-0.865234,10.040282,8.422852,-12.451171
0.17,-0.288086,0.024902,-0.865234,10.528563,6.92749,-11.566161
0.18,-0.287842,0.019531,-0.845947,10.559081,4.79126,-10.833739
0.19,-0.29248,0.02417,-0.866211,6.958007,2.655029,-9.70459
0.2,-0.304688,0.041016,-0.877686,4.425049,-0.579834,-8.636475
0.21,-0.311523,0.048828,-0.896729,4.91333,-3.265381,-7.415771
0.22,-0.320068,0.049805,-0.922607,4.486084,-5.279541,-5.493164
0.23,-0.331787,0.044678,-0.942627,5.187988,-5.92041,-4.058838
0.24,-0.334473,0.035889,-0.947754,7.629394,-4.730225,-3.967285
0.25,-0.327148,0.032471,-0.945068,9.613037,-1.495361,-4.119873
0.26,-0.324951,0.032471,-0.942871,11.627196,1.373291,-4.211426
0.27,-0.327148,0.028809,-0.9375,13.824462,2.807617,-4.455566
0.28,-0.321777,0.020996,-0.932861,14.953612,3.14331,-4.486084
0.29,-0.305664,0.003418,-0.93335,14.923095,3.234863,-4.089355
0.3,-0.293945,-0.010498,-0.931152,13.488769,3.265381,-3.540039
0.31,-0.291992,-0.014648,-0.926758,10.19287,3.692627,-3.082275
0.32,-0.283691,-0.020996,-0.919434,6.866455,4.455566,-2.563476
0.33,-0.275391,-0.019775,-0.909912,3.051758,4.547119,-1.342773
0.34,-0.274414,-0.02124,-0.896484,-0.823975,3.723144,0.518799
0.35,-0.270752,-0.016602,-0.894043,-6.317138,1.708984,2.838135
0.36,-0.27002,-0.004883,-0.898926,-8.880615,0.213623,3.631592
0.37,-0.272949,-0.01001,-0.900879,-6.958007,-0.579834,2.563476
0.38,-0.271484,-0.014404,-0.903076,-5.767822,-2.349854,1.89209
0.39,-0.275879,-0.008057,-0.911865,-6.072998,-4.241943,1.983642
0.4,-0.286865,-0.007324,-0.920654,-5.950927,-5.096435,1.525879
0.41,-0.293945,-0.005371,-0.927002,-5.126953,-5.462646,-0.244141
0.42,-0.294922,0.008789,-0.937012,-3.387451,-5.798339,-1.831055
0.43,-0.29541,0.021973,-0.94043,-1.464844,-6.195068,-1.983642
0.44,-0.301025,0.021729,-0.938477,0.12207,-6.072998,-1.037598
0.45,-0.303711,0.014648,-0.936035,1.00708,-5.950927,0.030518
0.46,-0.29541,0.010498,-0.941162,0.762939,-5.92041,1.312256
0.47,-0.291992,0.007568,-0.944824,-0.335693,-5.432128,2.89917
0.48,-0.291992,0.005371,-0.944092,-1.983642,-4.91333,4.180908
0.49,-0.289551,0.000244,-0.947754,-3.265381,-4.333496,4.852295
0.5,-0.287598,0.004883,-0.944824,-3.509521,-3.14331,5.004883
0.51,-0.285889,0.00708,-0.948242,-2.777099,-1.678467,4.79126
0.52,-0.28125,0.000977,-0.94873,-0.915527,-0.274658,3.997802
0.53,-0.279785,-0.00293,-0.941162,1.037598,1.220703,3.051758
0.54,-0.276123,-0.003906,-0.935791,2.01416,2.197266,2.258301
0.55,-0.275879,0.00293,-0.93042,2.868652,2.410889,1.159668
0.56,-0.274902,0.004639,-0.93042,4.211426,2.380371,-0.061035
0.57,-0.273438,0.000977,-0.926025,5.065917,2.471924,-0.915527
0.58,-0.272217,-0.004883,-0.918213,4.821777,3.02124,-1.678467
0.59,-0.269775,-0.00293,-0.920166,4.272461,2.929687,-2.258301
0.6,-0.27124,0.001221,-0.914795,4.394531,1.647949,-2.441406
0.61,-0.275146,0.002441,-0.921875,4.272461,1.00708,-2.410889
0.62,-0.278809,0.000732,-0.93335,3.692627,-0.610352,-2.563476
0.63,-0.283936,0.010498,-0.943115,2.441406,-2.441406,-2.471924
0.64,-0.287109,0.015381,-0.94873,2.471924,-3.173828,-2.197266
0.65,-0.293213,0.01123,-0.94458,2.502441,-3.204345,-1.525879
0.66,-0.294189,0.010742,-0.941406,1.647949,-2.929687,-0.823975
0.67,-0.293945,0.011963,-0.937988,1.098633,-2.838135,0.091553
0.68,-0.29248,0.01001,-0.932861,0.366211,-2.563476,1.281738
0.69,-0.294922,0.009521,-0.934082,-0.701904,-1.922607,2.471924
0.7,-0.293945,0.010254,-0.935547,-1.647949,-1.525879,3.326416
0.71,-0.290771,0.004395,-0.933838,-2.258301,-0.793457,3.936767
0.72,-0.290771,0.006348,-0.930664,-2.716064,0.366211,4.272461
0.73,-0.296143,0.013428,-0.931396,-2.349854,0.640869,4.211426
0.74,-0.300049,0.015869,-0.92749,-1.068115,0.335693,3.845215
0.75,-0.299316,0.017822,-0.927002,0.488281,0.396728,3.479004
0.76,-0.300049,0.017822,-0.926758,2.349854,0.854492,3.387451
0.77,-0.296875,0.018311,-0.927246,3.967285,1.342773,3.204345
0.78,-0.288818,0.021484,-0.932617,5.828857,1.190186,2.655029
0.79,-0.286133,0.017334,-0.934326,7.659912,0.488281,1.983642
0.8,-0.289795,0.013184,-0.931641,8.69751,-0.061035,1.495361
0.81,-0.292236,0.020264,-0.929688,9.124756,-0.457764,1.342773
0.82,-0.293213,0.022705,-0.929443,10.284423,-1.037598,1.708984
0.83,-0.2854,0.012451,-0.930908,11.108397,-1.983642,2.807617
0.84,-0.286865,-0.000977,-0.936768,10.437011,-2.532959,4.02832
0.85,-0.283936,-0.002197,-0.943359,8.972168,-2.746582,4.699707
0.86,-0.280518,0.00415,-0.947754,7.415771,-3.051758,5.645751
0.87,-0.276611,-0.002441,-0.952393,5.554199,-3.295898,7.232666
0.88,-0.27002,-0.013916,-0.948975,3.479004,-3.051758,9.124756
0.89,-0.260742,-0.022705,-0.942139,1.495361,-2.471924,10.803222
0.9,-0.257324,-0.027588,-0.937988,-0.610352,-2.349854,12.176513
0.91,-0.250488,-0.032715,-0.939697,-2.929687,-3.295898,13.366698
0.92,-0.240967,-0.045166,-0.936279,-5.493164,-4.852295,14.709472
0.93,-0.236816,-0.057861,-0.92334,-8.026123,-5.92041,15.075683
0.94,-0.233887,-0.069336,-0.931885,-9.82666,-7.141113,13.85498
0.95,-0.232178,-0.066162,-0.936768,-10.894774,-9.70459,11.566161
0.96,-0.233398,-0.055176,-0.943604,-11.138915,-10.803222,9.246826
0.97,-0.239502,-0.039307,-0.962402,-9.887695,-10.986327,6.561279
0.98,-0.252197,-0.025146,-0.975342,-6.866455,-11.383056,2.960205
0.99,-0.269287,-0.019531,-0.984375,-2.838135,-11.047362,-0.762939
1.0,-0.286377,-0.021729,-0.997314,0.488281,-10.528563,-2.990722
1.01,-0.287109,-0.023926,-1.005859,1.708984,-10.620116,-2.929687
1.02,-0.284424,-0.024658,-0.996094,0.610352,-8.911133,-1.739502
1.03,-0.292236,-0.012451,-0.985352,-2.319336,-4.241943,-1.281738
1.04,-0.291992,0.002686,-0.967773,-3.14331,0.640869,-1.373291
1.05,-0.282715,0.004395,-0.936279,-3.173828,5.004883,0.030518
1.06,-0.27417,0.000977,-0.91626,-4.211426,8.392334,1.800537
1.07,-0.276611,-0.004395,-0.906494,-4.180908,9.979248,1.861572
1.08,-0.279297,-0.000244,-0.910889,-3.387451,9.643555,1.037598
1.09,-0.278564,0.009521,-0.925049,-0.793457,9.094238,0.488281
