0.01,0.241699,0.968994,-0.067383,0.640869,1.678467,0.579834
0.02,0.23999,0.968994,-0.070801,1.556396,2.197266,1.983642
0.03,0.23584,0.959473,-0.041504,2.01416,2.380371,3.723144
0.04,0.237061,0.95752,-0.014648,1.739502,1.068115,5.218505
0.05,0.22583,0.962158,-0.029541,1.770019,-1.159668,5.126953
0.06,0.216309,0.959473,-0.05542,2.044678,-2.807617,3.784179
0.07,0.213623,0.952148,-0.074707,2.380371,-2.89917,3.356933
0.08,0.21167,0.950684,-0.075684,3.204345,-1.678467,4.058838
0.09,0.205811,0.953369,-0.073242,3.845215,-0.396728,3.875732
0.1,0.217773,0.954346,-0.055664,3.448486,-0.549316,2.380371
0.11,0.233154,0.952881,-0.04248,2.593994,-2.044678,1.495361
0.12,0.238037,0.96167,-0.042236,1.617432,-3.875732,1.770019
0.13,0.235596,0.97583,-0.047363,1.12915,-5.401611,2.13623
0.14,0.232422,0.985107,-0.04541,1.281738,-6.92749,2.288818
0.15,0.229736,0.985596,-0.052979,1.831055,-8.087158,2.685547
0.16,0.216553,0.974365,-0.058105,2.532959,-8.300781,2.929687
0.17,0.208252,0.969482,-0.051514,2.593994,-7.781982,2.960205
0.18,0.200928,0.973145,-0.048828,1.647949,-5.798339,2.746582
0.19,0.203125,0.97583,-0.051758,1.312256,-2.89917,2.746582
0.2,0.213135,0.977783,-0.051758,2.502441,-0.152588,3.631592
0.21,0.227051,0.969238,-0.049561,3.540039,1.770019,4.486084
0.22,0.231201,0.962646,-0.046875,3.723144,2.502441,4.638672
0.23,0.226807,0.956543,-0.051514,3.173828,2.868652,3.997802
0.24,0.214355,0.960205,-0.052979,2.593994,3.326416,2.624511
0.25,0.214111,0.967529,-0.052002,2.166748,3.417969,0.946045
0.26,0.230225,0.975586,-0.056885,2.258301,3.14331,-0.183105
0.27,0.24292,0.981934,-0.054932,2.380371,3.204345,-0.274658
0.28,0.240234,0.971436,-0.053223,2.868652,3.265381,-0.305176
0.29,0.221191,0.959473,-0.059082,2.960205,2.807617,-1.617432
0.3,0.202881,0.951904,-0.058838,2.01416,1.617432,-4.699707
0.31,0.211426,0.948975,-0.047607,1.281738,0.915527,-6.561279
0.32,0.233887,0.957764,-0.042725,0.946045,0.946045,-5.523681
0.33,0.244629,0.977539,-0.048096,0.88501,1.403808,-3.997802
0.34,0.237793,0.986328,-0.049561,0.854492,1.800537,-3.875732
